,loan_id,borrower_id,country,loan_issued_at,loan_duration,max_days_past_due,loan_amount_est,outstanding_at_last_report,days_past_due_at_last,last_report_date,change_since_start,pct_change_since_start,has_overdue,cluster,pca1,pca2,risk_cluster,risk_level
0,00067e492f4b40097b67b35846ce25d9582c326df2ad37a501f84f34babcb9fc,d0d6a65c8c963444acf1739ad2bd377af0cb9b5e7724af4ea5fdf5d0a097edef,Netherlands,2025-06-22,48,16,915.2,899.382,16,2025-07-08,-15.818000000000097,-0.017283653846153952,False,2,0.36912743008056753,-1.716228188542054,0,Low
1,0009359d9713cea970ebd17ce4cffd276cb336ab671f8915b8daaf8443d69aec,a2c1865ed2cda73e83a6bc38aa720e119dc87e4657a666cd257f852c5e3f1cb0,Netherlands,2025-06-20,30,18,457.6,472.571,18,2025-07-08,14.971000000000004,0.03271634615384616,False,2,0.1496426853265268,-2.0295266184248897,0,Low
2,0010765f05de34c7b4fb62605198bde467dd00dc513a1314e4ec9aa92fe7acb4,3a21c089742a58ee07d6e46e3b6bcc19b93a0371d1a22b016ab093cdfe22e5fa,Netherlands,2025-05-12,84,20,1144.0,1144.0,20,2025-06-01,0.0,0.0,False,2,0.4591233399611955,-1.313466479720902,0,Low
3,0012d175d589869043d66ce65eaaccff1c7826b4caac7ab5b63107182c40cfdb,a8ef02ee6c79041f8027fad8bcd53c5e5b355bc01dd2e657cb4df36b4a0083d6,Estonia,2025-06-28,18,10,116.6,116.6,10,2025-07-08,0.0,0.0,False,2,0.17794456817256252,-2.4198234686309745,0,Low
4,0015616b09e4010f60a105fe55d7b750e5d08ce1dc396949b274da243a353df5,d10c8a2ebccc8340655a34e3c395970d590075ae3443eb872082cae63a4813b9,Estonia,2025-06-11,84,27,2338.6,2330.196,27,2025-07-08,-8.403999999999996,-0.00359360301034807,False,2,0.7171063626862476,-0.7095651823537789,0,Low
5,0015d41df1bbf8ddc53f519ffbe5566b8eb05e9dd8bca5d94c84f28765cd786d,cb478e9e689c1d3875e5faec780bc2ef02df22bde0cd5748a3bc00c2ea0d14bb,Netherlands,2025-05-23,60,46,1029.6,1002.683,46,2025-07-08,-26.916999999999916,-0.026143162393162313,False,2,-0.47514630904834715,-0.3805375449311793,2,Medium
6,0015f0d48dac073a6ce67ed3ed30ae38ba4c335a210b578063708e8e23af64bc,0e149efb0f1f2dbf70a1a2d2d79f0ef2a5be1e05ac05283e2e2426d63411e7c2,Netherlands,2025-04-04,84,95,4576.0,4462.48,95,2025-07-08,-113.52000000000044,-0.024807692307692402,True,0,-0.4817941020843059,2.7081799859930262,1,High
7,002047b8e4b2c961e1a01f19e7965ec502d70d2beb204b08b2e33eab18b1158b,949e09d4ce9f33bdb77e6d0cf2064a844f9cac9e18e2e904aadff2e150ab8add,Netherlands,2025-05-01,54,68,114.4,110.979,68,2025-07-08,-3.4210000000000065,-0.029903846153846208,True,0,-1.5279227827052613,0.21131789036180415,1,High
8,0020acd12b86fdcb9c061ccd1f3c85dd11859f9a79531692cea18b3091c886ae,d8e9307ddf857a02c235adabc4529d02c807a35c47213d9187da814e462c9eba,Estonia,2025-06-27,82,11,584.1,584.1,11,2025-07-08,0.0,0.0,False,2,0.50391281184828,-1.8303875761410875,0,Low
9,002e1083ddae047e8c1c073ce1a078aecfc864844805c0b9f944d803d3aca1e1,222151efe96aafbaa86c3e3aced3ba9d8b5252e88a97255c68cff4e26520f624,Netherlands,2025-05-09,84,48,3432.0,3403.862,48,2025-06-26,-28.13799999999992,-0.008198717948717925,False,2,0.5093626502948352,0.43616781685984735,2,Medium
10,002f38ea533c7f597d3753e4a4b25850ec6db465d5754ca2c01ecff04ea98422,8712220e4f55943f9ce7e3630471ccac8b655c936fbd5b2e2b66a3d3ebc0d25f,Netherlands,2025-05-28,84,41,9380.8,9303.888,41,2025-07-08,-76.91199999999844,-0.008198874296435107,False,1,3.0886419509730536,1.7344125140597515,0,Low
11,002fb5ffa73d80e4c23132d346191e41ba111f03afd457de821eb520e70c6200,9d7f65f040a840d37c3eec343e541367259012b876fad24301879d59570e633c,Estonia,2025-05-19,12,50,584.1,493.845,50,2025-07-08,-90.255,-0.15451977401129943,True,2,-1.0841179965222807,-0.2743130082866647,1,High
12,003260c02822777bf50a6b877bab05741fff0fa98680094682a1d446d997f6e0,fe1c909c2161948b90f39db38b6e6c47d78bce0c86197af3cd710a4b135eed9f,Estonia,2025-05-31,121,38,1636.8,1630.915,38,2025-07-08,-5.884999999999991,-0.0035954301075268764,False,2,0.2030186058861062,-0.2076823275613109,0,Low
13,003d9b04d867ad075cdefd676f44be2e9d2a97cee964c8b04bf2f8b3c3a6daba,a56b70aa477262ec8e4df1cdc32656e73c18c4c88e9d31e20eb9c001a5a52137,Estonia,2025-05-21,30,48,2338.6,2282.874,48,2025-07-08,-55.72600000000011,-0.023828786453433726,True,2,-0.09093936336216375,-0.1480988216395262,1,High
14,00430a978624d5b84eddcd7fa0b808fc048c17fb33802a3bf3ea581dcc572247,a71dc7ca2c9c935c763b3ec23fd0768f2d97bd173b440250b2d08ec7a0119236,Estonia,2025-04-20,84,79,233.2,229.273,79,2025-07-08,-3.9269999999999925,-0.016839622641509403,False,0,-1.715436251146299,0.8467481196495967,2,Medium
