borrower_id,loan_id,loan_issued_at,country,outstanding_balance,repaid_amount_day,loan_duration,days_past_due,report_date_local,dpd_filled,dpd,segment
004b823b1c09e9387bd0bbd666bba74021e34db611c1bd45db3e9865b30e77ac,623d22e6ff9d55b113d68a5addd6e1cfd3cbfbc55d6a227e57f5ad5e38529648,2025-04-02,Netherlands,111.562,0.0,84,97,2025-07-08,97,97,default_90_plus
0079b019791e68c673a39e17a692cdf579a6d3a8d4229ca08df19953a8ca0bd2,fdf983ca7e5b011a22d94440c88a76764988ddffe66c2353ded969e82f677385,2025-04-03,Netherlands,655.446,0.0,54,96,2025-07-08,96,96,default_90_plus
00acb1bf3e5d4acd876d3e02d923a0fc9403c29c7604cd85250763481ce69502,3891efb8ccce4853e68a594f8c12e63f41a3b7b896b4682a0ee1d98f5dcd4c1e,2025-04-03,Netherlands,989.065,0.0,60,96,2025-07-08,96,96,default_90_plus
00c1996279170b76d9dc0235afb155f3bd96863fd1236e4bd5629373b669a769,5b6a27b9519215b4b55390fa009e53dbaca4546f40b5cc4f578f03117f197006,2025-04-04,Netherlands,2059.992,0.0,48,95,2025-07-08,95,95,default_90_plus
00d85f20ac494ff83f28c20b7d194387ab7b098814f8db6d5faf526edda6797a,a0f6e0b9fef256f782eedd84a1d60b61c56c750fd3f9c4503afa1a213898341f,2025-04-06,Estonia,1950.531,0.0,30,93,2025-07-08,93,93,default_90_plus
00db34096d92c12bf1a9c1fedd216e9660fbc7971b2d9f555426bff387041d2c,f3bf606936a8cdc86f4c9bd824857ff0933a4bb15b97aa27a708d294dd618e5a,2025-04-01,Estonia,358.061,0.0,84,98,2025-07-08,98,98,default_90_plus
012444b63a38d7b7d9459c5b7ff3cbd4afe06a0c7e70d64150656a8c475f7ba8,d3dcf0657e857f43735e7ce5e2748ee10699e7dec98eeab31b2af1c75bec3a6f,2025-04-02,Netherlands,989.065,0.0,60,97,2025-07-08,97,97,default_90_plus
020d25cbc78e076548578260dac9b46c4eb4c5a9a3fe1a040c22f58d49930f64,b502ac15a0ef71d330e0ca0eebda53cdea7048f4c3e0127bbafccad9d664b112,2025-04-02,Estonia,9047.401,44.0,86,97,2025-07-08,97,97,default_90_plus
030b6ff083ac6b98380b24bbf14ca8633ce8d615ddcd5b01a6468b6940a5dde2,b3c40068308d6701eda0140ea6ed3aecd12dbf911f9affc38a4c1cb02a0b813e,2025-04-04,Estonia,358.963,0.0,12,95,2025-07-08,95,95,default_90_plus
033a83aaafab5fb02afa99b1aebbbf552e7481f110c20e22a996222df463a8b8,5cb02329292d60115a03ccff5b44176d2af6c7e0a58de906b93f079f298d5eb0,2025-04-02,Netherlands,1202.872,0.0,84,97,2025-07-08,97,97,default_90_plus
035026df681e1cb8172b0e07e25250d7ab114fc92d8f5ba552787ed6493b6a49,765e30fb3156683474c4d7af34bbf945332f0ce7763e4f01a2992c390db7f62f,2025-04-02,Netherlands,2253.878,0.0,67,97,2025-07-08,97,97,default_90_plus
03860fa91f44b81c8a9911178ebc4f7950e3dcbd071ae0105ece15b5772ac422,1f9ac9622dad56aa680f6be2d84808fe864956d2ade4a8364d125286767a8556,2025-04-04,Estonia,9507.003,0.0,84,95,2025-07-08,95,95,default_90_plus
03b49f2d2e48d9c7c27a3a47f8a13f5525532bc1c027d61d84514ec8dde66ad7,02d0196ae529e0b04ab0ddc4f1e649317c3fc48792d265991bd0d5e6698cc6d2,2025-04-04,Netherlands,1227.182,0.0,84,95,2025-07-08,95,95,default_90_plus
04b6e1ea67a69b90118dddd7ba088d83fdb7145036997f177f48493f45befb89,e76919afbea814497476035433f9a9dbb44e8a5695a7d789cea4c21d8b7eebb2,2025-04-01,Estonia,1264.153,0.0,84,98,2025-07-08,98,98,default_90_plus
04d8fe2724f577b686f1bd252836d6cad1523c1f3e51c648424a0a7d02790b66,25fe0b15804bf6c53ccb53087372e797b67c77d0fd619ff58a8f0cb653803942,2025-04-05,Netherlands,989.065,0.0,60,94,2025-07-08,94,94,default_90_plus
04eccb704f560f61573b39d533b3ed3875dbdd85f2969d4d2dc1ee7821bef836,e9703530973c2a7ae3c1a480ab156ea109d044dbafaf3b8b5b81e2da6c867135,2025-04-03,Netherlands,4040.135,0.0,24,96,2025-07-08,96,96,default_90_plus
056e2b0c9e511626c26b47e20e4c5eab9b7649faf5d1db270ae7651391ef9809,f76fc0ee04219d31c1a53f98764f62cfbf6ef4ddca5c42fa32f69de591938839,2025-04-06,Netherlands,3381.136,0.0,121,93,2025-07-08,93,93,default_90_plus
0578cace269d6bb8ac1020ad2403ead77543776be1a9cc3fc8f21fbbc115b3b4,f4766a3ebb7813f3acc919e5354c52c1b3203857c313e75851156df683b54947,2025-04-05,Netherlands,5466.56,0.0,84,94,2025-07-08,94,94,default_90_plus
05a413b4fa11d654e061d3539da6db1df42d07aa4e0842290b0f5698064152e7,0202e691f58778d6b53021e8ac1d5d2bf7961d64d4f76b3d521b3638794a0890,2025-04-03,Estonia,6211.062,0.0,60,96,2025-07-08,96,96,default_90_plus
06704c885de5227383577e6214586d9f8a8039e81f300388a077f9d3963cd2dc,1dddbb3105dacf9b9a91b9aec45de8752892c05d56deff64e126369ff6bb3d9b,2025-04-01,Netherlands,335.918,0.0,122,98,2025-07-08,98,98,default_90_plus
0673fb90aaf803dd277128cd46af771b39899bb78efb1432fc0d65521da6ac93,f9922ccd86f1b71fa4f4ca7ebcfca50abd478b9ecab04bb1afa1c6016ce193d0,2025-04-02,Netherlands,5354.976,0.0,84,97,2025-07-08,97,97,default_90_plus
06f50ddb8dfb495e77c7dc6a1409f4d9f9c7502f59a0ae8156e2bbc1d0496d6d,afb0e7f81368d97ce2d4cb4ba462f8bbc59347095c8b2514243d47d04eefc05c,2025-04-01,Netherlands,2167.396,50.094,60,98,2025-07-08,98,98,default_90_plus
08513c57cc62a26abad32a6512bc7b01a25a180c76a45b464feefbe147c6b6ab,90ef3c9c3d1864a6bc503116db9098ed39ac07639f96cd263573de19c52c6a06,2025-04-06,Estonia,8623.12,0.0,84,93,2025-07-08,93,93,default_90_plus
08eb3eca53422e4e39a82fd547c7d627c7e4f02c7fc2d01a0b81187ec45f4545,c0c658410006c5ea5001a27dad00f45da8199afb6ef95fcb60fc78ccef73634b,2025-04-02,Estonia,1736.449,0.0,80,97,2025-07-08,97,97,default_90_plus
08f4bba3b5ef2056fe7d4e16a15cab998cf955135718e53b92f459c59e549c25,ec8aba314d12ba4edde940a1f2833b21508e86c6a61f478db632595949905722,2025-04-06,Netherlands,10786.908,0.0,121,93,2025-07-08,93,93,default_90_plus
09123e60ab174ac2e9e0df8eb97d490b235ab3bfea6ebae74beefbcee5abf9ec,8d6c0344b3dbaaa4a35c892885507c09e09c9fe1901ac289fa2305657c37918c,2025-04-07,Netherlands,1138.654,0.0,60,92,2025-07-08,92,92,default_90_plus
0a2a53e72a4d7afd9b74e8bf1dc845c64432b279147c790f339ee6cd47f69ddc,5fc7fe048d865b2ce888a562bda7cad8d865684845f3fbfa863c6f568f32a9ae,2025-04-05,Netherlands,7809.362,0.0,84,94,2025-07-08,94,94,default_90_plus
0a2b131d847f55d6518db7787c7d6c18d7af89b69e1f5a5d195c73470bd8ca85,51b58b5d9787be51abc47400871042438464746e09c916b8b6174a806062ab11,2025-04-07,Netherlands,542.102,0.0,48,92,2025-07-08,92,92,default_90_plus
0aa149a52816a3e5ee1b8472a49c8941bf8c1a01dea5ce85a963f16241ee4e03,bfa3a0b5f9ec08b4cae6f23a44413f4a4d7f336e35a85687baef3e0da49e780f,2025-04-07,Netherlands,2710.51,0.0,48,92,2025-07-08,92,92,default_90_plus
0b1f4b341928a0b0aed37434d81306a96fd90ed494171ffae1bc11753304ec28,f2aa9ac08cfbb4c80ad9f6f27b616580292277db77b67fc6e2bdd518f0bebef0,2025-04-02,Netherlands,567.314,0.0,43,97,2025-07-08,97,97,default_90_plus
0bfb40bf7e3579025dee25a74072fe66137b6bf0fc5adb370f146d52ba6d22c4,08e75374402b0301a704bb5a9fd91b98f4a136a1ae69f4c85835fb030e093f10,2025-04-01,Estonia,900.306,0.0,18,98,2025-07-08,98,98,default_90_plus
0c7fa3b44e1e031dce0e76cfdf707cc8f614e5a5bed7c18ff62105276e9e0e8a,5e3067fa1ce71bea704c2408ff8327db770e69778098ff3ed71900fa3af0e49d,2025-04-02,Netherlands,529.76,0.0,36,97,2025-07-08,97,97,default_90_plus
